Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20000.09618947751,16.00722233239919,101229.161724892,101297.180943768,288.147653736022,288.147228320201,147721.184464941,148217.417391335,327.133542849411,326.809074119051,1.459274994950558,1.135298304906917,1.13417392915502,0.8498563283350042
20000.09711459618,14.805334417170288,101229.289838425,101311.326318428,288.147823550886,288.147201663293,157587.050289434,157858.136406169,334.797482791177,334.336514868783,1.5567337332995546,1.1618948866780276,1.1602976289162903,0.8409202984266719
