Corrected_mass_flow(kg/s),r_21(m),x_21(m),Span,alpha(deg),gamma(deg),pt_AA_21(Pa),ptr_AA_15_21
14.807142843677452,0.113929,-0.165682874188082,1.3285329011186248e-05,86.6702500145837,-0.25984239125549,156685.727204215,1.5478300218830905
14.807142843677452,0.115204745762712,-0.16577204308847,0.0169619875212498,51.1772717278039,3.3572361296496,164718.625597185,1.627183524701954
14.807142843677452,0.116480491525424,-0.165861211988857,0.0339106897134885,47.2443002893268,4.56374516870745,164165.236135129,1.6217168313505703
14.807142843677452,0.117756237288136,-0.165950380889244,0.0508593919057272,46.3061382241292,5.22488951103276,163607.401292667,1.6162062240232686
14.807142843677452,0.119031983050847,-0.166039549789631,0.0678080940979527,45.7923721411788,5.79026605104858,163142.866168193,1.6116172839538077
14.807142843677452,0.120307728813559,-0.166128718690019,0.0847567962901914,45.8399483653146,6.15158571709959,162766.331440911,1.6078976614612686
14.807142843677452,0.121583474576271,-0.166217887590406,0.1017054984824301,45.8531963916309,6.45670171369624,162407.901593441,1.6043568891870337
14.807142843677452,0.122859220338983,-0.166307056490793,0.1186542006746688,45.7925327603088,6.66442257580128,162070.449592778,1.6010233479201257
14.807142843677452,0.124134966101695,-0.16639622539118,0.1356029028669075,45.6830553734212,6.82861578570065,161747.123449297,1.5978293498408542
14.807142843677452,0.125410711864407,-0.166485394291568,0.1525516050591462,45.5114080494566,6.94260062540371,161436.515772014,1.59476099194697
14.807142843677452,0.126686457627119,-0.166574563191955,0.1695003072513849,45.3219324174757,7.02568504582549,161156.414338969,1.5919939919465524
14.807142843677452,0.12796220338983,-0.166663732092342,0.1864490094436103,45.1092063809309,7.07020819109588,160911.54044385,1.5895749894425997
14.807142843677452,0.129237949152542,-0.166752900992729,0.203397711635849,44.8845053374078,7.10109208064061,160690.515157855,1.5873915769559444
14.807142843677452,0.130513694915254,-0.166842069893117,0.2203464138280877,44.630106448011,7.09732773539523,160516.930431536,1.585676809085692
14.807142843677452,0.131789440677966,-0.166931238793504,0.2372951160203264,44.3759007468763,7.09504135816584,160348.080946126,1.5840088185969572
14.807142843677452,0.133065186440678,-0.167020407693891,0.2542438182125652,44.0938873552503,7.05886471975267,160226.83569418,1.5828110895866547
14.807142843677452,0.13434093220339,-0.167109576594278,0.2711925204048039,43.8122912283108,7.02428363008808,160108.847585912,1.581645536479419
14.807142843677452,0.135616677966102,-0.167198745494665,0.2881412225970425,43.5225427181034,6.976143401519,160006.609364441,1.5806355696407006
14.807142843677452,0.136892423728814,-0.167287914395053,0.3050899247892812,43.2269341289615,6.91819295256408,159916.529911804,1.579745713981004
14.807142843677452,0.138168169491525,-0.16737708329544,0.3220386269815067,42.9318603823003,6.86163360618854,159829.081338858,1.578881847635346
14.807142843677452,0.139443915254237,-0.167466252195827,0.3389873291737454,42.634285348531,6.78688436368114,159755.774804558,1.5781576843269558
14.807142843677452,0.140719661016949,-0.167555421096214,0.3559360313659841,42.3373577382563,6.71303166916914,159684.956545656,1.577458101606935
14.807142843677452,0.141995406779661,-0.167644589996602,0.3728847335582228,42.0445683620872,6.63781027596992,159619.614403255,1.5768126150555617
14.807142843677452,0.143271152542373,-0.167733758896989,0.3898334357504615,41.7648521857454,6.5544241584234,159567.800508422,1.5763007681668613
14.807142843677452,0.144546898305085,-0.167822927797376,0.4067821379427002,41.4859415664356,6.4721041700147,159517.622269911,1.5758050792142146
14.807142843677452,0.145822644067797,-0.167912096697763,0.4237308401349389,41.2183782740994,6.38868504105804,159471.10975539,1.5753456023514942
14.807142843677452,0.147098389830508,-0.16800126559815,0.4406795423271643,40.9794321133791,6.30052130184819,159431.194620335,1.574951298125653
14.807142843677452,0.14837413559322,-0.168090434498538,0.457628244519403,40.7413222867666,6.21314022107363,159392.194008628,1.574566028077455
14.807142843677452,0.149649881355932,-0.168179603398925,0.4745769467116417,40.5140805862241,6.12499883995231,159355.998926634,1.5742084726347576
14.807142843677452,0.150925627118644,-0.168268772299312,0.4915256489038804,40.3500978316899,6.02803927787101,159332.258958547,1.5739739558349235
14.807142843677452,0.152201372881356,-0.168357941199699,0.5084743510961192,40.1868899827983,5.93163439670728,159308.743869625,1.5737416605183676
14.807142843677452,0.153477118644068,-0.168447110100087,0.5254230532883579,40.0244377357625,5.8357703702386,159285.447758456,1.5735115283876118
14.807142843677452,0.15475286440678,-0.168536279000474,0.5423717554805966,39.95843878313,5.73659400331591,159260.526377142,1.5732653409213195
14.807142843677452,0.156028610169492,-0.168625447900861,0.5593204576728352,39.9176534610205,5.63690896801516,159234.944884927,1.573012632507085
14.807142843677452,0.157304355932203,-0.168714616801248,0.5762691598650607,39.8775311059892,5.53768322414311,159209.144791929,1.5727577646309725
14.807142843677452,0.158580101694915,-0.168803785701636,0.5932178620572994,39.8897544380935,5.4365709988251,159192.934398416,1.5725976292172774
14.807142843677452,0.159855847457627,-0.168892954602023,0.6101665642495381,39.9647974896134,5.33313919230498,159188.192512158,1.572550786189253
14.807142843677452,0.161131593220339,-0.16898212350241,0.6271152664417768,40.0402889357725,5.23021110138378,159183.041350732,1.5724999001101887
14.807142843677452,0.162407338983051,-0.169071292402797,0.6440639686340155,40.1245437597833,5.12638131392735,159180.244631932,1.572472272543858
14.807142843677452,0.163683084745763,-0.169160461303185,0.6610126708262546,40.2758081084538,5.01185173871931,159198.989103461,1.5726574410100267
14.807142843677452,0.164958830508475,-0.169249630203572,0.6779613730184932,40.4272909682678,4.8977632700745,159217.288708858,1.5728382148375315
