Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20000.10371431085,16.007620356864614,101253.21829915,101320.730062202,288.147017428722,288.147011495379,153399.723637027,153747.588714265,329.24055959019,328.962178576565,1.515010843248572,1.142613109544447,1.141647025486643,0.8896991740532526
20000.108965874268,14.808592559522609,101253.412847225,101334.888686562,288.14702245441,288.146860173993,160844.101512273,161099.444419303,335.617964240169,335.227726726435,1.5885301738417517,1.1647455572554797,1.1633919124574634,0.8652335480517386
