Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,ptr_MA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20014.47373,16.0070672,100641.7763,100820.3227,287.5853693,287.7333917,150789.9755,151203.1523,328.1670336,327.9729355,1.498284123,1.141111714,1.499728906,1.139850101,0.875631369
20013.20149,14.80649226,100641.8782,100864.3928,287.5853621,287.7699753,159083.7812,159412.6588,334.8420611,334.7276591,1.580691697,1.164322338,1.58046516,1.163177843,0.856489899
