Corrected_mass_flow(kg/s),x_30(m),r_30(m),Span,pt_AA_30(Pa),Tt_AA_30(K),Ttr_AA_15_30,ptr_AA_15_30
14.80649226,-0.088,0.160373153,0.576269005,159525.7711,330.8069919,1.15029148,1.585083406
14.80649226,-0.088,0.161558186,0.593217672,159597.4675,331.1311909,1.151418794,1.585795797
14.80649226,-0.088,0.16274322,0.61016634,159672.4199,331.5214131,1.152775686,1.586540541
14.80649226,-0.088,0.163928254,0.627115008,159753.7313,331.9675974,1.154327171,1.587348469
14.80649226,-0.088,0.165113288,0.644063676,159846.7072,332.4609477,1.156042662,1.588272299
14.80649226,-0.088,0.166298322,0.661012343,159947.682,332.9837381,1.157860524,1.589275606
14.80649226,-0.088,0.167483356,0.677961011,160053.3617,333.5283551,1.159754282,1.590325663
14.80649226,-0.088,0.16866839,0.694909679,160161.9652,334.0954525,1.161726209,1.591404772
14.80649226,-0.088,0.169853424,0.711858346,160260.8648,334.6979811,1.163821339,1.59238746
14.80649226,-0.088,0.171038458,0.728807014,160332.5559,335.3384322,1.166048333,1.593099798
14.80649226,-0.088,0.172223492,0.745755682,160372.338,336.0193096,1.1684159,1.593495083
14.80649226,-0.088,0.173408525,0.76270435,160384.2061,336.7447199,1.170938317,1.593613006
14.80649226,-0.088,0.174593559,0.779653017,160363.1205,337.5210817,1.173637904,1.593403495
14.80649226,-0.088,0.175778593,0.796601685,160318.6338,338.3359944,1.176471542,1.592961465
14.80649226,-0.088,0.176963627,0.813550353,160281.7646,339.185651,1.179425992,1.592595125
14.80649226,-0.088,0.178148661,0.830499021,160292.1185,340.0789852,1.182532319,1.592698003
14.80649226,-0.088,0.179333695,0.847447688,160366.8317,341.0407917,1.18587674,1.59344037
14.80649226,-0.088,0.180518729,0.864396356,160469.008,342.0829111,1.189500427,1.594455616
14.80649226,-0.088,0.181703763,0.881345024,160544.4995,343.2193934,1.193452236,1.595205717
14.80649226,-0.088,0.182888797,0.898293691,160520.7235,344.4480094,1.197724414,1.594969473
14.80649226,-0.088,0.184073831,0.915242359,160325.9221,345.7245477,1.20216323,1.593033883
14.80649226,-0.088,0.185258864,0.932191027,159879.6187,347.0135988,1.206645555,1.588599314
14.80649226,-0.088,0.186443898,0.949139695,159121.9865,348.3326208,1.211232096,1.581071313
14.80649226,-0.088,0.187628932,0.966088362,157921.5595,349.7096252,1.216020255,1.569143604
14.80649226,-0.088,0.188813966,0.98303703,155893.6309,351.0973774,1.220845786,1.548993656
14.80649226,-0.088,0.189999,0.999985698,143275.0252,351.4107502,1.221935455,1.423612394
