Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20021.05698,16.32214517,100584.5,100585,287.5438,287.5442,135905.5,136074,319.9641,319.9597,1.351157485,1.112749084,1.112732234,0.796527977
20021.06046,16.29195341,100584.5,100585,287.5437,287.5441,143761.3,143849.6,323.924,323.8951,1.429258981,1.126520943,1.126418869,0.849816704
20021.0535,16.24162804,100584.6,100585.1,287.5439,287.5443,147827.9,147899.1,325.9853,325.9516,1.469687209,1.133688804,1.133570027,0.870658564
20021.04305,16.11078585,100584.9,100585.3,287.5442,287.5446,150016.1,150084.7,327.3252,327.2811,1.491437582,1.138347426,1.138192475,0.875512656
20021.0535,15.96988032,100584.9,100585.4,287.5439,287.5443,151298.7,151366.1,328.3218,328.2638,1.504188999,1.141814519,1.141611223,0.873654458
20021.02913,15.51695907,100585.7,100586.1,287.5446,287.545,154474.5,154537.5,331.0467,330.9353,1.535750112,1.151288183,1.150899164,0.864192829
20021.00824,15.24521662,100586,100586.5,287.5452,287.5456,156460.3,156517.4,332.5004,332.3757,1.555487841,1.156341333,1.155906055,0.86294255
20020.98387,14.87283537,100586.4,100587,287.5458,287.5463,157391.4,157450.9,333.8825,333.7064,1.564738374,1.161145459,1.160531017,0.850064006
20020.98039,14.80236884,100586.6,100587.2,287.5459,287.5464,157458.5,157521.1,334.2298,334.0358,1.56540235,1.162352863,1.161676168,0.844895101
