Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20000,16.31,100613.141,100790.68,287.586,287.728,129005.164,131165.203,318.714,318.787,1.282190007,1.108238927,1.107945699,0.681848034
20000,16.302,100612.969,100790.711,287.586,287.728,134419.719,135842.313,319.747,319.787,1.336007876,1.111830896,1.111421203,0.774440838
20000,16.276,100613.063,100791.531,287.587,287.729,143052.109,143701.016,323.601,323.48,1.421804532,1.125228192,1.124252335,0.85132821
20000,16.257,100613.164,100792.148,287.587,287.73,146273.672,146775.813,325.239,325.11,1.453822404,1.13092386,1.129913461,0.86856023
20000,16.197,100613.359,100794.023,287.587,287.731,149782.094,150227.828,327.07,326.941,1.488689926,1.137290629,1.136273116,0.883511167
20000,16.18,100613.352,100794.531,287.587,287.732,150241.391,150686.797,327.331,327.199,1.493255001,1.13819818,1.137165835,0.884909699
20000,16.091,100613.984,100797.727,287.587,287.734,151668.266,152116.609,328.231,328.085,1.507427298,1.141327668,1.140237163,0.887139639
20000,16,100614.031,100800.398,287.588,287.737,152761.875,153201.625,328.96,328.806,1.518295942,1.143858575,1.142731036,0.887825905
20000,15.855,100614.758,100805.406,287.587,287.74,154124.797,154542.969,329.949,329.787,1.531830917,1.147301512,1.146128449,0.886760958
20000,15.731,100615.305,100809.797,287.588,287.744,155118.359,155519.563,330.728,330.564,1.541697449,1.150006259,1.148812834,0.884701875
20000,15.512,100616.547,100818.188,287.589,287.751,156777.406,157164.031,332.049,331.894,1.558167227,1.154595621,1.153406939,0.88063808
20000,15.273,100617.656,100827.734,287.591,287.76,158434.266,158862.125,333.442,333.301,1.574616944,1.159431276,1.158260356,0.875184209
20000,15.122,100618.453,100834.273,287.592,287.765,159141.656,159674.734,334.281,334.127,1.581634892,1.162344571,1.161110628,0.868685364
20000,14.99,100619.07,100840.086,287.592,287.77,159622.969,160262.813,334.895,334.718,1.58640871,1.16447954,1.163144178,0.863876645
20000,14.882,100619.469,100845,287.592,287.773,159820.109,160618.547,335.441,335.213,1.588361682,1.166378063,1.164852158,0.85735956
20000,14.786,100619.547,100849.164,287.591,287.776,159877.766,160814.5,335.834,335.607,1.58893347,1.167748643,1.166209135,0.85106603
20000,14.715,100619.352,100852.141,287.591,287.779,159906.219,160913.172,336.118,335.906,1.589219328,1.168736157,1.167235969,0.846191271
20000,14.62,100619.094,100856.242,287.591,287.783,159907.078,161048.469,336.461,336.22,1.58923194,1.169928823,1.168310845,0.840802656
