Corrected_mass_flow(kg/s),r_21(m),x_21(m),Span,alpha(deg),gamma(deg),pt_AA_21(Pa),ptr_AA_15_21
14.804413549741907,0.113929,-0.165682874188083,1.3285329011186248e-05,86.7919289796406,-0.0190766461557226,159776.296685764,1.5779845586992134
14.804413549741907,0.115204745762712,-0.16577204308847,0.0169619875212498,52.789106952771,3.00462613569635,167027.851380139,1.649602449285271
14.804413549741907,0.116480491525424,-0.165861211988857,0.0339106897134885,48.9306863197498,4.25599971000697,166525.260500049,1.644638755266972
14.804413549741907,0.117756237288136,-0.165950380889244,0.0508593919057272,48.1793061103417,5.00426307730325,166036.932067044,1.639815920197943
14.804413549741907,0.119031983050847,-0.166039549789631,0.0678080940979527,48.0904753271067,5.53731164583177,165633.251965521,1.6358290899855104
14.804413549741907,0.120307728813559,-0.166128718690019,0.0847567962901914,48.031749117637,5.97189737691711,165172.682876139,1.631280412075618
14.804413549741907,0.121583474576271,-0.166217887590406,0.1017054984824301,48.0063714032574,6.31922137342629,164681.278890503,1.626427202197172
14.804413549741907,0.122859220338983,-0.166307056490793,0.1186542006746688,47.9676706231037,6.58149759729155,164180.122752849,1.6214776779991575
14.804413549741907,0.124134966101695,-0.16639622539118,0.1356029028669075,47.8722639086839,6.77167840976783,163690.172249734,1.6166388230220456
14.804413549741907,0.125410711864407,-0.166485394291568,0.1525516050591462,47.7056883499575,6.90116049990327,163251.952734128,1.6123108742380847
14.804413549741907,0.126686457627119,-0.166574563191955,0.1695003072513849,47.4900453564231,6.9866506502224,162900.267483005,1.6088375561846209
14.804413549741907,0.12796220338983,-0.166663732092342,0.1864490094436103,47.2386689674693,7.04510629739548,162652.082468499,1.606386428397116
14.804413549741907,0.129237949152542,-0.166752900992729,0.203397711635849,46.9584449101603,7.0856132649859,162504.051223536,1.604924440457716
14.804413549741907,0.130513694915254,-0.166842069893116,0.2203464138280877,46.6593426439317,7.11456976719065,162437.654842945,1.6042686957352543
14.804413549741907,0.131789440677966,-0.166931238793504,0.2372951160203264,46.3428594703968,7.13426798212127,162425.439176938,1.604148051229573
14.804413549741907,0.133065186440678,-0.167020407693891,0.2542438182125652,46.0147586033755,7.1440361846995,162442.884981688,1.604320349693617
14.804413549741907,0.13434093220339,-0.167109576594278,0.2711925204048039,45.6790483161203,7.1423859329962,162472.091495855,1.6046087994156657
14.804413549741907,0.135616677966102,-0.167198745494665,0.2881412225970425,45.3396254054436,7.12643613447636,162501.737172752,1.6049015864018832
14.804413549741907,0.136892423728814,-0.167287914395053,0.3050899247892812,45.0004311743924,7.09572219762517,162526.63813105,1.6051475135419289
14.804413549741907,0.138168169491525,-0.16737708329544,0.3220386269815067,44.6630767698741,7.05306635660838,162547.453101508,1.6053530866003478
14.804413549741907,0.139443915254237,-0.167466252195827,0.3389873291737454,44.326328767016,7.00031245024209,162565.975268691,1.6055360154478344
14.804413549741907,0.140719661016949,-0.167555421096214,0.3559360313659841,43.9916495481205,6.93948252753846,162584.850929449,1.6057224354727644
14.804413549741907,0.141995406779661,-0.167644589996602,0.3728847335582228,43.6644528732293,6.87307075837893,162607.582032854,1.6059469326661486
14.804413549741907,0.143271152542373,-0.167733758896989,0.3898334357504615,43.3294704310768,6.79992470870636,162631.181527744,1.6061800062778293
14.804413549741907,0.144546898305085,-0.167822927797376,0.4067821379427002,42.9968112562031,6.72367673827251,162653.612167663,1.6064015360301651
14.804413549741907,0.145822644067797,-0.167912096697763,0.4237308401349389,42.6673561075277,6.64493126644339,162674.548695344,1.6066083096134731
14.804413549741907,0.147098389830508,-0.16800126559815,0.4406795423271643,42.3418831174121,6.56247047722623,162692.845060007,1.6067890083874303
14.804413549741907,0.14837413559322,-0.168090434498538,0.457628244519403,42.0226824185964,6.47714355624624,162704.941660482,1.6069084769766908
14.804413549741907,0.149649881355932,-0.168179603398925,0.4745769467116417,41.7097819815977,6.38927806621612,162714.176411921,1.606999681338517
14.804413549741907,0.150925627118644,-0.168268772299312,0.4915256489038804,41.4072588867173,6.2973994294895,162721.745072499,1.6070744310339966
14.804413549741907,0.152201372881356,-0.168357941199699,0.5084743510961192,41.1221139288951,6.2001070549893,162730.351660489,1.607159431520508
14.804413549741907,0.153477118644068,-0.168447110100087,0.5254230532883579,40.8578256179403,6.10056461171478,162740.620727077,1.6072608509978916
14.804413549741907,0.15475286440678,-0.168536279000474,0.5423717554805966,40.622764200654,5.99920632737592,162753.068162973,1.607383784512103
14.804413549741907,0.156028610169492,-0.168625447900861,0.5593204576728352,40.4598866556377,5.89943259172154,162767.80524313,1.6075293310381549
14.804413549741907,0.157304355932203,-0.168714616801248,0.5762691598650607,40.3584932214042,5.79982642250477,162785.869780705,1.6077077402386726
14.804413549741907,0.158580101694915,-0.168803785701636,0.5932178620572994,40.3222232035228,5.70011388482629,162807.644591659,1.607922792885196
14.804413549741907,0.159855847457627,-0.168892954602023,0.6101665642495381,40.4223753903913,5.59427193795791,162841.286440421,1.6082550469114425
14.804413549741907,0.161131593220339,-0.16898212350241,0.6271152664417768,40.6008609674109,5.48782220620282,162886.838067844,1.6087049244351306
14.804413549741907,0.162407338983051,-0.169071292402797,0.6440639686340155,40.8474906385979,5.38109505099745,162943.743087245,1.609266930463496
14.804413549741907,0.163683084745763,-0.169160461303184,0.6610126708262546,41.1615302778651,5.27565353259748,163017.924954224,1.6099995662990765
14.804413549741907,0.164958830508474,-0.169249630203572,0.67796137301848,41.4958628364689,5.16885510515135,163104.536998703,1.6108549652012931
