Corrected_mass_flow(kg/s),r_30(m),x_30(m),Span,pt_AA_30(Pa),Tt_AA_30(K),ptr_AA_15_30,Ttr_AA_15_30
14.804413549741907,0.120082,-0.0879999999999999,1.4302264048413164e-05,152439.661123224,334.782070738888,1.5055263914326342,1.1618446221704744
14.804413549741907,0.121267033898305,-0.088,0.0169629699839099,160850.054506246,334.215680971136,1.588589218436918,1.1598789944883745
14.804413549741907,0.12245206779661,-0.088,0.0339116377037715,163477.372588691,333.10883824475,1.61453716848262,1.1560377515376938
14.804413549741907,0.123637101694915,-0.088,0.0508603054236331,163817.520602451,332.337170149383,1.6178965423354332,1.153359715570224
14.804413549741907,0.12482213559322,-0.088,0.0678089731434947,163388.574055471,332.01543320247,1.6136601753543345,1.1522431434052351
14.804413549741907,0.126007169491525,-0.088,0.0847576408633561,163093.685936854,331.78856285007,1.6107477978154017,1.151455801065533
14.804413549741907,0.12719220338983,-0.088,0.1017063085832178,162836.16061917,331.603825333198,1.608204423214733,1.1508146786481437
14.804413549741907,0.128377237288136,-0.088,0.1186549763030935,162522.875815638,331.443215141266,1.6051103561177789,1.1502572889189082
14.804413549741907,0.129562271186441,-0.088,0.1356036440229553,162178.227684103,331.287601918934,1.6017065381483566,1.1497172409255791
14.804413549741907,0.130747305084746,-0.088,0.1525523117428167,161851.865777147,331.139908005318,1.5984833188072731,1.1492046765015544
14.804413549741907,0.131932338983051,-0.088,0.1695009794626784,161574.296099304,331.009626493468,1.595741981858772,1.1487525409568489
14.804413549741907,0.133117372881356,-0.088,0.1864496471825398,161366.398776005,330.907061197625,1.5936887438455898,1.1483965931692823
14.804413549741907,0.134302406779661,-0.088,0.2033983149024012,161237.093985561,330.837748643815,1.59241170233869,1.148156047378657
14.804413549741907,0.135487440677966,-0.088,0.220346982622263,161177.535325572,330.795254423433,1.5918234883936373,1.1480085732880785
14.804413549741907,0.136672474576271,-0.088,0.2372956503421244,161175.660987687,330.77371370082,1.5918049770355591,1.1479338172753977
14.804413549741907,0.137857508474576,-0.0880000000000001,0.2542443180619861,161203.767716671,330.761384704458,1.5920825650461232,1.1478910301031684
14.804413549741907,0.139042542372881,-0.088,0.2711929857818476,161243.820756457,330.752089610542,1.5924781373532946,1.1478587719393571
14.804413549741907,0.140227576271186,-0.088,0.2881416535017093,161288.472544158,330.74379039182,1.592919127869235,1.1478299699111632
14.804413549741907,0.141412610169492,-0.088,0.305090321221585,161333.941421782,330.735566340542,1.593368188138376,1.1478014287478662
14.804413549741907,0.142597644067797,-0.088,0.3220389889414468,161378.700234113,330.727469815925,1.593810235652238,1.1477733301595403
14.804413549741907,0.143782677966102,-0.088,0.3389876566613081,161422.889359642,330.720508299064,1.594246656818541,1.147749170559508
14.804413549741907,0.144967711864407,-0.088,0.3559363243811695,161467.233876437,330.715308795254,1.5946846126619107,1.147731125938641
14.804413549741907,0.146152745762712,-0.088,0.3728849921010313,161512.780821887,330.711960212323,1.5951344439454418,1.1477195048471598
14.804413549741907,0.147337779661017,-0.088,0.3898336598208927,161559.116518367,330.709985338783,1.595592065101262,1.1477126511461928
14.804413549741907,0.148522813559322,-0.088,0.4067823275407545,161605.053103369,330.709194001807,1.5960457445475638,1.147709904850348
14.804413549741907,0.149707847457627,-0.088,0.4237309952606158,161648.561952178,330.709781228989,1.5964754471568463,1.1477119427932456
14.804413549741907,0.150892881355932,-0.088,0.4406796629804776,161687.248316511,330.71223685135,1.596857521887679,1.1477204649092236
14.804413549741907,0.152077915254237,-0.088,0.457628330700339,161719.142027656,330.717547276419,1.5971725109364328,1.1477388944768354
14.804413549741907,0.153262949152542,-0.088,0.4745769984202004,161743.914001948,330.727928244112,1.597417164203107,1.147774921111895
14.804413549741907,0.154447983050847,-0.088,0.4915256661400621,161761.502450623,330.749177255475,1.5975908714487768,1.1478486647551076
14.804413549741907,0.155633016949152,-0.088,0.5084743338599236,161772.84217194,330.793842079897,1.597702864939109,1.1480036718196744
14.804413549741907,0.156818050847458,-0.088,0.5254230015797996,161779.080519623,330.87825980085,1.597764476182577,1.1482966393459482
14.804413549741907,0.158003084745763,-0.088,0.542371669299661,161781.784670699,331.022173961886,1.5977911829515463,1.1487960863255453
14.804413549741907,0.159188118644068,-0.088,0.5593203370195228,161784.139257941,331.242828522045,1.5978144373540268,1.149561857065634
14.804413549741907,0.160373152542373,-0.088,0.5762690047393841,161790.159394124,331.54952368248,1.5978738934944876,1.1506262274544383
14.804413549741907,0.161558186440678,-0.088,0.5932176724592455,161803.134456198,331.941703634628,1.598002037956624,1.1519872685858248
14.804413549741907,0.162743220338983,-0.088,0.6101663401791073,161824.178731242,332.41068581837,1.598209875675718,1.1536148480642352
14.804413549741907,0.163928254237288,-0.088,0.6271150078989687,161851.483833217,332.942884672794,1.5984795466480963,1.1554618178723048
14.804413549741907,0.165113288135593,-0.088,0.6440636756188305,161882.375161376,333.52606706484,1.5987846359501,1.1574857235266542
14.804413549741907,0.166298322033898,-0.088,0.6610123433386919,161909.809285641,334.157550787039,1.599055581173951,1.1596772565588915
14.804413549741907,0.167483355932203,-0.088,0.6779610110585537,161926.20668007,334.831854029988,1.5992175253155327,1.1620173926205488
14.804413549741907,0.168668389830508,-0.088,0.694909678778415,161923.537660734,335.552431166054,1.5991911655150717,1.164518119940114
14.804413549741907,0.169853423728814,-0.088,0.711858346498291,161889.20525995,336.31560254845,1.5988520914507451,1.1671666684853637
14.804413549741907,0.171038457627119,-0.0880000000000001,0.7288070142181524,161820.501093829,337.108278370966,1.5981735545494271,1.1699176107311122
