Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20044.68,16.30465,101313.5,101365,288.15,288.15,142277.27,142815,323.78,323.722,1.404326867,1.123650876,1.123449592,0.825265272
20044.68,16.29315,101313.5,101365,288.15,288.15,143791.43,144305,324.51,324.5,1.41927216,1.126184279,1.126149575,0.834061033
20044.68,16.27535,101313.5,101365,288.15,288.15,145438.18,145873,325.4,325.37,1.435526164,1.129272948,1.129168836,0.842448784
20044.68,16.2478,101313.5,101366,288.15,288.15,147074.32,147497,326.25,326.234,1.451675443,1.132222801,1.132167274,0.850194375
20044.68,16.20375,101313.5,101366,288.15,288.15,148782.54,149168,327.19,327.17,1.468536177,1.13548499,1.135415582,0.85694739
20044.68,16.1027,101313.5,101367,288.15,288.15,150218.92,150603,328.14,328.115,1.482713755,1.138781884,1.138695124,0.858803899
20044.68,15.96505,101313.5,101368,288.15,288.15,151504.26,151885,329,328.972,1.495400514,1.141766441,1.141669269,0.860027622
20044.68,15.82905,101313.5,101369,288.15,288.15,152927.27,153275,330,329.945,1.509446125,1.145236856,1.145045983,0.860692499
20044.68,15.6469,101313.5,101371,288.15,288.15,154171.56,154468,330.88,330.81,1.521727707,1.148290821,1.148047892,0.86085219
20044.68,15.45075,101313.5,101373,288.15,288.15,155435.81,155615,331.875,331.765,1.5342063,1.151743883,1.151362138,0.859403758
20044.68,15.2,101313.5,101375,288.15,288.15,156320.77,156455,332.84,332.735,1.542941168,1.155092834,1.15472844,0.852563076
20044.68,14.8996,101313.5,101378,288.15,288.15,156793.09,156975,333.844,333.675,1.547603133,1.15857713,1.15799063,0.841137619
20044.68,14.719,101313.5,101380,288.15,288.15,156857.39,157005,334.104,334.115,1.548237797,1.159479438,1.159517612,0.833917846
20044.68,14.5299,101313.5,101382,288.15,288.15,156768.42,157010,334.73,334.62,1.547359631,1.161651917,1.161270172,0.823716681
20044.68,14.3925,101313.5,101384,288.15,288.15,156545.22,156730,335.09,334.84,1.545156568,1.162901267,1.162033663,0.816989928
