Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20000.101918060944,16.218297096767778,101253.170958333,101318.507660028,288.147004445728,288.147063253522,136017.850624429,137285.537884476,320.920842425399,320.838845327191,1.3433441080122035,1.1137399919971886,1.1134551978581355,0.7755491314414991
20000.102005535507,16.18950132224711,101253.1772151,101318.791907897,288.147007278993,288.147060732981,143738.356162436,144460.199679306,324.480804025906,324.214360888129,1.4195935388484788,1.1260946524831803,1.1251697659639524,0.8411611401371111
20000.10230861032,16.163694382344538,101253.181497051,101319.047571627,288.147004547096,288.147052000014,147776.106869799,148234.679136953,326.445171453735,326.160599260491,1.4594712450996217,1.1329119036543007,1.1319241234523376,0.8646740520455785
20000.10266628082,16.08325824735742,101253.190285728,101319.847750459,288.147007942391,288.147041693897,151777.650299721,152130.186112896,328.413772478363,328.149354695357,1.4989912897699047,1.1397438232085426,1.138826040920993,0.8831806712301365
20000.1028287679,16.0063969011652,101253.195670888,101320.619470973,288.147011926216,288.147037011904,153098.488924202,153446.083479686,329.192929079469,328.912081852456,1.5120361180681274,1.1424478320245894,1.141473066193174,0.8863248825091319
20000.10310998564,15.992833583234162,101253.19697611,101320.758154049,288.147005314133,288.14702890874,153256.925929345,153603.070071835,329.29820862043,329.013549769027,1.5136008590968728,1.14281322570552,1.1418252376748603,0.886469334663127
20000.104200764184,15.786433610783382,101253.227214559,101322.931091522,288.147023062919,288.146997478445,155336.755277168,155648.694350847,330.747698001388,330.432878834063,1.5341412767812743,1.1478435365586506,1.1467510740200624,0.8863138224391879
20000.1057478643,15.543846413056992,101253.283775546,101325.633526908,288.147026974934,288.146952899457,157382.176862075,157647.948589384,332.237194909319,331.91405510698,1.5543414592948228,1.1530127462957318,1.1518916017230787,0.8841766441898109
20000.106381445228,15.348646944297483,101253.327200532,101327.901688505,288.147021361303,288.146934643113,158702.631137873,158937.88738529,333.289150758571,332.968603257924,1.5673818878421917,1.1566635295551606,1.1555514330573229,0.8808010907936202
20000.10703768301,15.116434647122896,101253.365345145,101330.720056226,288.147009945776,288.146915733924,159978.18398258,160189.694233906,334.431652627776,334.118115477173,1.5799789314385568,1.1606285718207172,1.159540835709305,0.875094516574059
20000.107337394304,14.803720802301791,101253.393461769,101334.759411869,288.147028978439,288.146907097882,161337.834438489,161544.081197101,335.847235108303,335.537058441367,1.5934066891240195,1.1655412040824242,1.164465243860441,0.8656671506128083
20000.10756797508,14.894093388011246,101253.39200038,101333.564024449,288.147011634285,288.146900453804,160985.627897946,161189.787213684,335.444500147205,335.136030087316,1.5899282455381032,1.1641436024085852,1.1630735210391248,0.8686823007368927
20000.107645366053,14.69492163818862,101253.401082005,101336.24109705,288.147033833421,288.146898223819,161719.765907925,161934.024890355,336.325618995977,336.007377595613,1.5971786051606145,1.1672013920171331,1.166097499805874,0.8618079313665952
20000.107725703463,14.797595024772862,101253.398383969,101334.845506265,288.147017624787,288.146895908934,161359.634068141,161566.302041199,335.871792114807,335.561156354944,1.5936219094221369,1.1656264738862063,1.1645489197322283,0.865494849022112
20000.108047887297,14.584315857515982,101253.406837934,101337.788834272,288.147036408284,288.146886625357,162054.892229137,162285.439981634,336.809691066309,336.472413521157,1.6004882925916926,1.1688813297009706,1.1677114316998745,0.8575471001625441
20000.10813723409,14.331840117711486,101253.408468971,101341.482009579,288.147067625426,288.146884050871,162625.046635693,162918.310202288,337.885671767119,337.49652046317,1.6061192318827398,1.172615340324581,1.1712655563666847,0.8464562412588615
