Corrected_mass_flow(kg/s),x_21(m),r_21(m),Span,alpha(deg),gamma(deg),pt_AA_21(Pa),ptr_AA_15_21
14.80173276,-0.170639354,0.184841712,0.932192027,57.51328355,3.634828353,163316.7501,1.62283756
14.80173276,-0.170729472,0.186131034,0.949140734,60.94440366,3.26139101,162439.3306,1.614118863
14.80173276,-0.17081959,0.187420356,0.966089441,64.6850223,2.732234572,161251.9903,1.60232056
14.80173276,-0.170909708,0.188709678,0.983038148,68.92504842,1.818289812,159382.6554,1.583745449
14.80173276,-0.170999826,0.189999,0.999986855,73.86065241,0.534682934,132809.1931,1.319691623
16.00716451,-0.165682874,0.113929,1.31E-05,88.10836125,-2.120440438,147668.3426,1.467343733
16.00716451,-0.165772992,0.115218322,0.016961852,51.83655659,2.807246762,154614.5468,1.536366442
16.00716451,-0.16586311,0.116507644,0.033910559,45.56570853,4.572850141,157618.3704,1.566214694
16.00716451,-0.165953228,0.117796966,0.050859266,43.10773846,5.582014963,157044.1778,1.560509084
16.00716451,-0.166043345,0.119086288,0.067807973,42.545255,6.259613612,155705.5745,1.547207714
16.00716451,-0.166133463,0.12037561,0.08475668,42.57766307,6.756289255,154438.8308,1.534620396
16.00716451,-0.166223581,0.121664932,0.101705387,42.53219146,7.139259121,153419.2149,1.524488726
16.00716451,-0.166313699,0.122954254,0.118654094,42.34772303,7.405908403,152654.8962,1.516893879
16.00716451,-0.166403817,0.124243576,0.135602801,42.07095621,7.545157463,152165.6405,1.512032267
16.00716451,-0.166493935,0.125532898,0.152551508,41.75680184,7.594264688,151897.5027,1.509367848
16.00716451,-0.166584052,0.12682222,0.169500215,41.42250977,7.574671872,151810.214,1.508500482
16.00716451,-0.16667417,0.128111542,0.186448922,41.06877873,7.505084914,151847.8523,1.508874485
16.00716451,-0.166764288,0.129400864,0.203397629,40.69346923,7.401257397,151955.1066,1.509940244
16.00716451,-0.166854406,0.130690186,0.220346336,40.30092335,7.276368036,152089.0414,1.511271121
16.00716451,-0.166944524,0.131979508,0.237295043,39.90129977,7.140507701,152223.272,1.512604938
16.00716451,-0.167034641,0.133268831,0.254243749,39.50488969,7.000562262,152345.172,1.513816227
16.00716451,-0.167124759,0.134558153,0.271192456,39.11840484,6.861037964,152451.4934,1.514872717
16.00716451,-0.167214877,0.135847475,0.288141163,38.74488973,6.724919151,152544.5868,1.515797763
16.00716451,-0.167304995,0.137136797,0.30508987,38.38704308,6.594805549,152630.8145,1.516654586
16.00716451,-0.167395113,0.138426119,0.322038577,38.04670935,6.472134152,152717.0548,1.517511535
16.00716451,-0.167485231,0.139715441,0.338987284,37.7201633,6.354890063,152799.3201,1.518328985
16.00716451,-0.167575348,0.141004763,0.355935991,37.40694087,6.241269792,152872.0935,1.519052115
16.00716451,-0.167665466,0.142294085,0.372884698,37.10684813,6.129552535,152932.1384,1.519648767
16.00716451,-0.167755584,0.143583407,0.389833405,36.82603321,6.016392923,152973.2474,1.520057257
16.00716451,-0.167845702,0.144872729,0.406782112,36.55997984,5.898186877,153002.2093,1.520345044
16.00716451,-0.16793582,0.146162051,0.423730819,36.30261864,5.775244569,153023.0606,1.520552239
16.00716451,-0.168025938,0.147451373,0.440679526,36.05240799,5.646339517,153035.5615,1.520676456
16.00716451,-0.168116055,0.148740695,0.457628233,35.80523734,5.510503717,153033.6218,1.520657182
16.00716451,-0.168206173,0.150030017,0.47457694,35.55972375,5.37167114,153025.5852,1.520577325
16.00716451,-0.168296291,0.151319339,0.491525647,35.31583073,5.22995026,153011.5842,1.5204382
16.00716451,-0.168386409,0.152608661,0.508474353,35.07995207,5.086034354,152990.9378,1.520233042
16.00716451,-0.168476527,0.153897983,0.52542306,34.85092343,4.941821634,152966.6082,1.519991285
16.00716451,-0.168566644,0.155187305,0.542371767,34.62931751,4.797445689,152939.2387,1.519719321
16.00716451,-0.168656762,0.156476627,0.559320474,34.42413092,4.653774321,152909.7307,1.519426107
16.00716451,-0.16874688,0.157765949,0.576269181,34.23175292,4.511278831,152882.9088,1.519159584
16.00716451,-0.168836998,0.159055271,0.593217888,34.05128527,4.369955197,152858.8086,1.518920107
16.00716451,-0.168927116,0.160344593,0.610166595,33.89154638,4.231197936,152842.0016,1.518753099
16.00716451,-0.169017234,0.161633915,0.627115302,33.74971241,4.095200863,152831.2084,1.51864585
16.00716451,-0.169107351,0.162923237,0.644064009,33.62207782,3.961491776,152825.3623,1.518587759
16.00716451,-0.169197469,0.164212559,0.661012716,33.51492574,3.831536691,152826.9433,1.518603469
16.00716451,-0.169287587,0.165501881,0.677961423,33.43028014,3.706594233,152838.136,1.518714688
16.00716451,-0.169377705,0.166791203,0.69491013,33.36220862,3.585130327,152855.1505,1.518883757
16.00716451,-0.169467823,0.168080525,0.711858837,33.31663177,3.468305586,152878.1935,1.519112729
16.00716451,-0.16955794,0.169369847,0.728807544,33.31153668,3.359096764,152908.2007,1.519410904
16.00716451,-0.169648058,0.170659169,0.745756251,33.34388416,3.253680073,152946.0538,1.51978704
16.00716451,-0.169738176,0.171948492,0.762704957,33.42164238,3.153333824,152995.2285,1.520275678
16.00716451,-0.169828294,0.173237814,0.779653664,33.61329747,3.057903802,153066.0931,1.520979841
16.00716451,-0.169918412,0.174527136,0.796602371,33.90526343,2.967280175,153165.5085,1.521967708
16.00716451,-0.17000853,0.175816458,0.813551078,34.30090825,2.879739204,153295.6876,1.523261266
