Corrected_speed(RPM),Corrected_mass_flow(kg/s),pt_AA_15(Pa),pt_MA_15(Pa),Tt_AA_15(K),Tt_MA_15(K),pt_AA_30(Pa),pt_MA_30(Pa),Tt_AA_30(K),Tt_MA_30(K),ptr_AA_15_30,Ttr_AA_15_30,Ttr_MA_15_30,Isentropic_Efficiency_15_30
20028.19067,16.31731509,100599.7,100330.9,287.5522,287.3394,135940.6,134532,321.2543,321.7282,1.35130224,1.117203416,1.119680072,0.750565522
20028.38933,16.21737239,100599.7,100324.3,287.5522,287.3337,143611.6,142602.6,325.2956,325.9262,1.427554953,1.13125756,1.134312474,0.797062741
20028.50783,16.14732265,100599.7,100320.3,287.5521,287.3303,145111.6,144145.1,326.1935,326.838,1.442465534,1.134380517,1.137499247,0.802527566
20028.82151,15.99747585,100599.8,100309.7,287.5521,287.3213,147176.3,146304.9,327.6279,328.3476,1.462987998,1.139368831,1.142788927,0.80424794
20029.60926,15.6580652,100599.9,100283.1,287.552,287.2987,150531.6,149818.9,330.0809,330.8627,1.49633946,1.147899858,1.151633126,0.804841906
20030.87126,15.21959699,100600.1,100240.9,287.5517,287.2625,153822.9,153244.2,332.6269,333.3945,1.529053152,1.156755116,1.160591793,0.803250164
20032.20324,14.87191127,100600.3,100196.8,287.5512,287.2243,155668.1,155124,334.3093,335.0534,1.547392006,1.162607911,1.166521774,0.79777977
20033.92963,14.52540645,100600.7,100140.8,287.5504,287.1748,156693.7,156041.9,335.7379,336.5474,1.557580613,1.167579318,1.171925252,0.785073031
20034.75287,14.397296,100600.9,100114.4,287.5501,287.1512,156765.3,155967.2,336.2677,337.1861,1.55828924,1.169422998,1.174245833,0.775464093
