Corrected_mass_flow(kg/s),x_30(m),r_30(m),Span,pt_AA_30(Pa),Tt_AA_30(K),Ttr_AA_15_30,ptr_AA_15_30
14.80552386,-0.088,0.120082,1.43E-05,141932.4935,334.0545445,1.161624014,1.410438956
14.80552386,-0.088,0.121267034,0.01696297,155067.9225,334.4561743,1.163020621,1.540970874
14.80552386,-0.088,0.122452068,0.033911638,157793.6639,333.8242694,1.160823267,1.568057638
14.80552386,-0.088,0.123637102,0.050860305,159032.912,333.089235,1.158267297,1.580372533
14.80552386,-0.088,0.124822136,0.067808973,159395.8227,332.3582991,1.155725578,1.58397892
14.80552386,-0.088,0.126007169,0.084757641,159256.4263,331.7053638,1.153455094,1.582593683
14.80552386,-0.088,0.127192203,0.101706309,158858.051,331.1631507,1.151569631,1.578634871
14.80552386,-0.088,0.128377237,0.118654976,158358.3189,330.7147252,1.150010299,1.573668836
14.80552386,-0.088,0.129562271,0.135603644,157840.8327,330.348865,1.148738076,1.568526373
14.80552386,-0.088,0.130747305,0.152552312,157363.5562,330.0488742,1.147694903,1.563783488
14.80552386,-0.088,0.131932339,0.169500979,156954.35,329.8039353,1.146843165,1.559717046
14.80552386,-0.088,0.133117373,0.186449647,156622.6792,329.6061548,1.146155414,1.556421103
14.80552386,-0.088,0.134302407,0.203398315,156364.043,329.4476738,1.14560432,1.553850934
14.80552386,-0.088,0.135487441,0.220346983,156223.4634,329.3451912,1.145247953,1.552453939
14.80552386,-0.088,0.136672475,0.23729565,156168.3879,329.2794712,1.145019421,1.551906632
14.80552386,-0.088,0.137857508,0.254244318,156166.794,329.2372808,1.14487271,1.551890792
14.80552386,-0.088,0.139042542,0.271192986,156258.681,329.2346424,1.144863536,1.55280391
14.80552386,-0.088,0.140227576,0.288141654,156360.1908,329.2361554,1.144868797,1.553812652
14.80552386,-0.088,0.14141261,0.305090321,156504.2613,329.2548041,1.144933645,1.555244338
14.80552386,-0.088,0.142597644,0.322038989,156649.3466,329.2742267,1.145001184,1.556686108
14.80552386,-0.088,0.143782678,0.338987657,156798.8382,329.2969481,1.145080194,1.558171664
14.80552386,-0.088,0.144967712,0.355936324,156946.4363,329.3204419,1.14516189,1.559638404
14.80552386,-0.088,0.146152746,0.372884992,157088.418,329.345708,1.145249749,1.561049333
14.80552386,-0.088,0.14733778,0.38983366,157226.9199,329.3738215,1.14534751,1.56242568
14.80552386,-0.088,0.148522814,0.406782328,157360.8694,329.4057749,1.145458623,1.563756789
14.80552386,-0.088,0.149707847,0.423730995,157490.7559,329.4441521,1.145592074,1.565047522
14.80552386,-0.088,0.150892881,0.440679663,157617.2993,329.4877079,1.145743532,1.566305033
