"Operating_condition (e.g., stall cycle/stall inception)",r_probe(m),x_probe(m),Rotational_frame(yes/no)
Stall inception,0.1892,-0.235,yes
t(s),p(Pa),,
0.001000178,106473.5205,,
0.001001211,106521.4293,,
0.001002243,106569.0621,,
0.001003275,106612.5024,,
0.001004307,106659.632,,
0.001005339,106706.5327,,
0.001006371,106753.1434,,
0.001007404,106795.4674,,
0.001008436,106841.5656,,
0.001009468,106883.34,,
0.0010105,106924.8938,,
0.001011532,106966.1377,,
0.001012564,107007.1138,,
0.001013597,107047.8737,,
0.001014629,107084.3216,,
0.001015661,107120.5268,,
0.001016693,107156.4398,,
0.001017725,107188.1702,,
0.001018758,107219.6283,,
0.00101979,107250.9021,,
0.001020822,107281.9371,,
0.001021854,107308.7678,,
0.001022886,107331.3557,,
0.001023918,107357.8429,,
0.001024951,107376.1071,,
0.001025983,107398.2169,,
0.001027015,107416.1657,,
0.001028047,107430.0288,,
0.001029079,107447.7521,,
0.001030111,107457.4017,,
0.001031144,107466.9079,,
0.001032176,107476.3868,,
0.001033208,107485.8279,,
0.00103424,107491.2213,,
0.001035272,107492.6449,,
0.001036305,107498.0123,,
0.001037337,107495.4139,,
0.001038369,107496.8165,,
0.001039401,107494.3259,,
0.001040433,107491.8654,,
0.001041465,107485.5237,,
0.001042498,107483.2054,,
0.00104353,107477.0861,,
0.001044562,107467.0603,,
0.001045594,107461.178,,
0.001046626,107451.4028,,
0.001047658,107441.8781,,
0.001048691,107432.48,,
0.001049723,107419.295,,
0.001050755,107410.3177,,
0.001051787,107397.5141,,
0.001052819,107388.9744,,
0.001053851,107376.6474,,
0.001054884,107364.5478,,
0.001055916,107352.7161,,
0.001056948,107341.1287,,
0.00105798,107329.8259,,
0.001059012,107318.7187,,
0.001060045,107307.9292,,
0.001061077,107297.3754,,
0.001062109,107287.0708,,
0.001063141,107277.0478,,
0.001064173,107267.2872,,
0.001065205,107257.8247,,
0.001066238,107248.5286,,
0.00106727,107239.5796,,
0.001068302,107230.8273,,
0.001069334,107222.3889,,
0.001070366,107218.1557,,
0.001071398,107210.1606,,
0.001072431,107202.3964,,
0.001073463,107194.856,,
0.001074495,107187.5539,,
0.001075527,107180.4209,,
0.001076559,107173.5506,,
0.001077592,107166.8119,,
0.001078624,107160.3203,,
0.001079656,107153.9675,,
0.001080688,107147.7851,,
0.00108172,107141.7657,,
0.001082752,107131.902,,
0.001083785,107126.1869,,
0.001084817,107116.6133,,
0.001085849,107111.0924,,
0.001086881,107101.7603,,
0.001087913,107092.4688,,
0.001088945,107083.2941,,
0.001089978,107074.1871,,
0.00109101,107061.1644,,
0.001092042,107052.2217,,
0.001093074,107039.3326,,
0.001094106,107026.4355,,
0.001095139,107013.6223,,
0.001096171,106996.8167,,
0.001097203,106980.0104,,
0.001098235,106967.2444,,
0.001099267,106946.4742,,
0.001100299,106929.7248,,
0.001101332,106908.9446,,
0.001102364,106888.1284,,
0.001103396,106867.2858,,
0.001104428,106846.4802,,
0.00110546,106821.5945,,
0.001106492,106796.6682,,
0.001107525,106771.6514,,
0.001108557,106746.6551,,
0.001109589,106717.6357,,
0.001110621,106688.4885,,
0.001111653,106659.3215,,
0.001112686,106626.077,,
0.001113718,106592.8033,,
0.00111475,106559.4834,,
0.001115782,106526.1004,,
0.001116814,106488.6573,,
0.001117846,106455.1188,,
0.001118879,106417.5879,,
0.001119911,106375.9507,,
0.001120943,106338.2645,,
0.001121975,106296.515,,
0.001123007,106258.7251,,
0.001124039,106212.8892,,
0.001125072,106171.0217,,
0.001126104,106129.0807,,
0.001127136,106083.0654,,
0.001128168,106037.0754,,
0.0011292,105990.9759,,
0.001130233,105944.9109,,
0.001131265,105898.7466,,
0.001132297,105852.6081,,
0.001133329,105802.3905,,
0.001134361,105756.1401,,
0.001135393,105705.8614,,
0.001136426,105655.5593,,
0.001137458,105605.2274,,
0.00113849,105554.8751,,
0.001139522,105504.5072,,
0.001140554,105454.1001,,
0.001141586,105399.6799,,
0.001142619,105349.2342,,
0.001143651,105298.7831,,
0.001144683,105244.2863,,
0.001145715,105193.7674,,
0.001146747,105139.2377,,
0.001147779,105084.6269,,
0.001148812,105034.0091,,
0.001149844,104979.3933,,
0.001150876,104924.7293,,
0.001151908,104870.0447,,
0.00115294,104819.2804,,
0.001153973,104764.5387,,
0.001155005,104709.7296,,
0.001156037,104654.8975,,
0.001157069,104600.0163,,
0.001158101,104545.0389,,
0.001159133,104490.0785,,
0.001160166,104435.0461,,
0.001161198,104375.9566,,
0.00116223,104320.8246,,
0.001163262,104265.5744,,
0.001164294,104210.3036,,
0.001165326,104150.9776,,
0.001166359,104095.5683,,
0.001167391,104040.1034,,
0.001168423,103980.5405,,
0.001169455,103924.9216,,
0.001170487,103865.204,,
0.00117152,103809.398,,
0.001172552,103749.5067,,
0.001173584,103693.525,,
0.001174616,103633.4388,,
0.001175648,103577.2746,,
0.00117668,103516.9883,,
0.001177713,103456.6058,,
0.001178745,103400.11,,
0.001179777,103339.5266,,
0.001180809,103278.81,,
0.001181841,103221.9741,,
0.001182873,103161.0168,,
0.001183906,103100.0077,,
0.001184938,103042.8076,,
0.00118597,102981.4738,,
0.001187002,102920.0696,,
0.001188034,102862.4773,,
0.001189067,102800.7157,,
0.001190099,102738.8866,,
0.001191131,102680.8706,,
0.001192163,102618.7438,,
0.001193195,102560.4134,,
0.001194227,102497.9771,,
0.00119526,102439.3309,,
0.001196292,102376.5731,,
0.001197324,102317.5988,,
0.001198356,102258.5161,,
0.001199388,102195.2534,,
0.00120042,102135.7649,,
0.001201453,102076.1522,,
0.001202485,102016.3804,,
0.001203517,101956.3572,,
0.001204549,101896.1968,,
0.001205581,101839.8103,,
0.001206614,101779.3039,,
0.001207646,101718.6074,,
0.001208678,101657.6772,,
0.00120971,101600.6315,,
0.001210742,101539.3376,,
0.001211774,101481.8722,,
0.001212807,101420.2501,,
0.001213839,101362.4399,,
0.001214871,101300.4858,,
0.001215903,101242.3987,,
0.001216935,101180.1118,,
0.001217967,101121.7562,,
0.001219,101059.2349,,
0.001220032,100996.5476,,
0.001221064,100937.862,,
0.001222096,100875.0873,,
0.001223128,100808.2489,,
0.00122416,100745.3746,,
0.001225193,100678.5146,,
0.001226225,100611.6819,,
0.001227257,100544.9228,,
0.001228289,100474.2387,,
0.001229321,100403.7162,,
0.001230354,100333.3438,,
0.001231386,100259.2529,,
0.001232418,100181.3163,,
0.00123345,100103.7015,,
0.001234482,100026.4451,,
0.001235514,99941.53974,,
0.001236547,99857.03632,,
0.001237579,99773.03944,,
0.001238611,99681.46584,,
0.001239643,99590.41208,,
0.001240675,99495.89645,,
0.001241707,99397.93734,,
0.00124274,99296.55127,,
0.001243772,99191.67615,,
0.001244804,99083.34409,,
0.001245836,98975.5473,,
0.001246868,98860.2369,,
0.001247901,98741.2716,,
0.001248933,98622.65805,,
0.001249965,98496.24939,,
0.001250997,98365.95242,,
0.001252029,98235.64017,,
0.001253061,98101.05475,,
0.001254094,97962.09649,,
0.001255126,97818.49139,,
0.001256158,97673.92659,,
0.00125719,97524.17676,,
0.001258222,97368.9494,,
0.001259254,97215.83577,,
0.001260287,97056.55296,,
0.001261319,96898.65466,,
0.001262351,96733.74409,,
0.001263383,96569.4083,,
0.001264415,96405.30549,,
0.001265448,96236.93445,,
0.00126648,96071.96656,,
0.001267512,95901.87379,,
0.001268544,95734.54744,,
0.001269576,95569.49448,,
0.001270608,95406.47376,,
0.001271641,95241.20752,,
0.001272673,95081.68461,,
0.001273705,94923.87232,,
0.001274737,94767.71967,,
0.001275769,94621.26623,,
0.001276801,94477.14008,,
0.001277834,94335.2596,,
0.001278866,94204.42992,,
0.001279898,94077.25689,,
0.00128093,93958.30645,,
0.001281962,93849.20632,,
0.001282995,93745.67557,,
0.001284027,93653.45097,,
0.001285059,93574.02716,,
0.001286091,93504.06544,,
0.001287123,93440.36513,,
0.001288155,93393.24474,,
0.001289188,93358.92705,,
0.00129022,93334.89803,,
0.001291252,93326.76777,,
0.001292284,93330.57745,,
0.001293316,93348.39946,,
0.001294348,93376.18505,,
0.001295381,93422.58427,,
0.001296413,93481.02603,,
0.001297445,93555.19711,,
0.001298477,93642.0169,,
0.001299509,93741.1239,,
0.001300542,93856.12119,,
0.001301574,93979.77795,,
0.001302606,94122.94563,,
0.001303638,94273.6942,,
0.00130467,94435.18335,,
0.001305702,94610.13533,,
0.001306735,94795.02979,,
0.001307767,94987.71775,,
0.001308799,95191.4535,,
0.001309831,95401.31258,,
0.001310863,95616.61506,,
0.001311895,95843.7515,,
0.001312928,96069.91267,,
0.00131396,96305.88653,,
0.001314992,96543.00973,,
0.001316024,96788.04615,,
0.001317056,97032.53465,,
0.001318088,97279.33596,,
0.001319121,97524.20366,,
0.001320153,97773.99259,,
0.001321185,98024.61332,,
0.001322217,98271.29674,,
0.001323249,98517.6468,,
0.001324282,98763.39623,,
0.001325314,99008.22169,,
0.001326346,99251.94678,,
0.001327378,99490.54895,,
0.00132841,99727.73389,,
0.001329442,99963.57519,,
0.001330475,100194.1887,,
0.001331507,100419.5346,,
0.001332539,100643.8253,,
0.001333571,100859.2123,,
0.001334603,101073.9492,,
0.001335635,101284.2076,,
0.001336668,101490.1921,,
0.0013377,101692.1717,,
0.001338732,101886.3967,,
0.001339764,102077.0026,,
0.001340796,102260.2741,,
0.001341829,102440.5098,,
0.001342861,102617.9173,,
0.001343893,102784.7978,,
0.001344925,102949.3498,,
0.001345957,103107.795,,
0.001346989,103264.3221,,
0.001348022,103411.1152,,
0.001349054,103556.3686,,
0.001350086,103696.1919,,
0.001351118,103826.7615,,
0.00135215,103956.2089,,
0.001353182,104076.6091,,
0.001354215,104196.0953,,
0.001355247,104306.8055,,
0.001356279,104412.7525,,
0.001357311,104518.081,,
0.001358343,104614.84,,
0.001359376,104707.1125,,
0.001360408,104794.9631,,
0.00136144,104874.4388,,
0.001362472,104953.6139,,
0.001363504,105024.5626,,
0.001364536,105095.3003,,
0.001365569,105157.8889,,
0.001366601,105216.3999,,
0.001367633,105270.801,,
0.001368665,105321.2059,,
0.001369697,105367.6644,,
0.001370729,105410.1777,,
0.001371762,105452.8023,,
0.001372794,105487.5586,,
0.001373826,105522.4535,,
0.001374858,105553.5852,,
0.00137589,105580.9497,,
0.001376923,105608.5957,,
0.001377955,105632.4981,,
0.001378987,105652.7306,,
0.001380019,105673.3116,,
0.001381051,105690.2184,,
0.001382083,105707.4939,,
0.001383116,105721.2024,,
0.001384148,105735.2798,,
0.00138518,105749.7538,,
0.001386212,105764.6281,,
0.001387244,105775.9257,,
0.001388276,105787.6132,,
0.001389309,105799.7138,,
0.001390341,105812.2128,,
0.001391373,105825.0954,,
0.001392405,105838.3466,,
0.001393437,105848.0173,,
0.00139447,105861.9991,,
0.001395502,105876.3507,,
0.001396534,105891.0294,,
0.001397566,105902.0002,,
0.001398598,105917.2472,,
0.00139963,105936.8018,,
0.001400663,105952.6013,,
0.001401695,105968.6291,,
0.001402727,105988.8308,,
0.001403759,106009.2569,,
0.001404791,106029.8245,,
0.001405823,106050.537,,
0.001406856,106071.3399,,
0.001407888,106096.2643,,
0.00140892,106117.2666,,
0.001409952,106142.312,,
0.001410984,106171.3656,,
0.001412016,106196.477,,
0.001413049,106225.5652,,
0.001414081,106250.6142,,
0.001415113,106279.6546,,
0.001416145,106312.5787,,
0.001417177,106341.4622,,
0.00141821,106370.2609,,
0.001419242,106402.9717,,
0.001420274,106435.5197,,
0.001421306,106467.965,,
0.001422338,106500.2841,,
0.00142337,106532.4205,,
0.001424403,106568.4409,,
0.001425435,106600.2392,,
0.001426467,106631.8897,,
0.001427499,106667.3048,,
0.001428531,106702.5585,,
0.001429563,106733.6222,,
0.001430596,106768.4835,,
0.001431628,106799.1211,,
0.00143266,106833.5597,,
0.001433692,106863.8414,,
0.001434724,106893.8393,,
0.001435757,106923.6414,,
0.001436789,106953.2389,,
0.001437821,106982.623,,
0.001438853,107011.8402,,
0.001439885,107040.8121,,
0.001440917,107065.6032,,
0.00144195,107090.1808,,
0.001442982,107114.6005,,
0.001444014,107134.772,,
0.001445046,107154.8366,,
0.001446078,107174.6936,,
0.00144711,107194.4618,,
0.001448143,107210.0199,,
0.001449175,107225.4632,,
0.001450207,107240.7665,,
0.001451239,107251.9864,,
0.001452271,107259.0577,,
0.001453304,107270.0481,,
0.001454336,107277.0125,,
0.001455368,107279.817,,
0.0014564,107282.6521,,
0.001457432,107285.4466,,
0.001458464,107284.1969,,
0.001459497,107282.9237,,
0.001460529,107281.628,,
0.001461561,107276.4295,,
0.001462593,107267.2209,,
0.001463625,107258.0796,,
0.001464657,107249.0096,,
0.00146569,107235.9905,,
0.001466722,107223.1359,,
0.001467754,107210.3343,,
0.001468786,107193.6293,,
0.001469818,107177.1106,,
0.001470851,107156.7264,,
0.001471883,107136.4895,,
0.001472915,107116.4653,,
0.001473947,107092.6263,,
0.001474979,107068.9212,,
0.001476011,107045.4634,,
0.001477044,107022.2081,,
0.001478076,106995.1944,,
0.001479108,106968.3431,,
0.00148014,106937.8103,,
0.001481172,106911.4666,,
0.001482204,106881.3779,,
0.001483237,106851.4724,,
0.001484269,106821.8857,,
0.001485301,106792.515,,
0.001486333,106763.3728,,
0.001487365,106734.516,,
0.001488398,106701.8947,,
0.00148943,106669.5234,,
0.001490462,106641.4163,,
0.001491494,106609.4621,,
0.001492526,106577.7778,,
0.001493558,106546.2901,,
0.001494591,106515.0558,,
0.001495623,106484.0226,,
0.001496655,106453.2033,,
0.001497687,106422.5078,,
0.001498719,106388.0087,,
0.001499751,106357.7342,,
0.001500784,106327.5788,,
0.001501816,106297.5712,,
0.001502848,106263.7026,,
0.00150388,106233.9059,,
0.001504912,106204.2901,,
0.001505944,106170.7667,,
0.001506977,106141.2916,,
0.001508009,106111.8943,,
0.001509041,106078.5676,,
0.001510073,106049.3054,,
0.001511105,106016.0797,,
0.001512138,105986.8856,,
0.00151317,105953.7179,,
0.001514202,105924.5723,,
0.001515234,105891.3678,,
0.001516266,105858.1371,,
0.001517298,105828.9552,,
0.001518331,105795.7095,,
0.001519363,105762.4105,,
0.001520395,105733.0775,,
0.001521427,105699.6746,,
0.001522459,105666.2414,,
0.001523491,105632.6856,,
0.001524524,105599.1361,,
0.001525556,105565.453,,
0.001526588,105535.7406,,
0.00152762,105501.8967,,
0.001528652,105467.988,,
0.001529685,105434.0447,,
0.001530717,105399.9875,,
0.001531749,105365.8201,,
0.001532781,105331.5855,,
0.001533813,105297.2675,,
0.001534845,105262.8118,,
0.001535878,105228.3295,,
0.00153691,105189.7917,,
0.001537942,105155.1461,,
0.001538974,105120.3915,,
0.001540006,105085.6199,,
0.001541038,105046.7317,,
0.001542071,105011.8368,,
0.001543103,104976.8192,,
0.001544135,104937.7897,,
0.001545167,104902.6775,,
0.001546199,104867.4868,,
0.001547232,104828.2797,,
0.001548264,104793.0773,,
0.001549296,104753.7742,,
0.001550328,104718.4469,,
0.00155136,104679.1018,,
0.001552392,104643.7212,,
0.001553425,104604.3252,,
0.001554457,104564.9132,,
0.001555489,104529.4743,,
0.001556521,104490.032,,
0.001557553,104450.5639,,
0.001558585,104415.104,,
0.001559618,104375.6979,,
0.00156065,104336.2145,,
0.001561682,104300.7559,,
0.001562714,104261.2868,,
0.001563746,104225.828,,
0.001564779,104186.3643,,
0.001565811,104146.9041,,
0.001566843,104111.455,,
0.001567875,104076.0021,,
0.001568907,104036.5682,,
0.001569939,104001.1257,,
0.001570972,103965.7475,,
0.001572004,103930.332,,
0.001573036,103890.9073,,
0.001574068,103859.5274,,
0.0015751,103824.1213,,
0.001576132,103788.7803,,
0.001577165,103753.3759,,
0.001578197,103722.0129,,
0.001579229,103690.6427,,
0.001580261,103659.2302,,
0.001581293,103627.8796,,
0.001582326,103596.4983,,
0.001583358,103565.1308,,
0.00158439,103537.7497,,
0.001585422,103510.3926,,
0.001586454,103482.9865,,
0.001587486,103455.5542,,
0.001588519,103428.1481,,
0.001589551,103404.6934,,
0.001590583,103381.2511,,
0.001591615,103357.7809,,
0.001592647,103338.2863,,
0.001593679,103314.7478,,
0.001594712,103295.1825,,
0.001595744,103275.5722,,
0.001596776,103255.9692,,
0.001597808,103240.2663,,
0.00159884,103220.5504,,
0.001599872,103204.7351,,
0.001600905,103188.8852,,
0.001601937,103172.9801,,
0.001602969,103161.0022,,
0.001604001,103144.9456,,
0.001605033,103132.7797,,
0.001606066,103116.5347,,
0.001607098,103104.183,,
0.00160813,103091.7259,,
0.001609162,103079.1441,,
0.001610194,103062.4963,,
0.001611226,103049.6497,,
0.001612259,103036.6514,,
0.001613291,103023.5874,,
0.001614323,103006.2789,,
0.001615355,102992.828,,
0.001616387,102975.1744,,
0.001617419,102957.3517,,
0.001618452,102939.3342,,
0.001619484,102921.0922,,
0.001620516,102898.6278,,
0.001621548,102879.946,,
0.00162258,102853.041,,
0.001623613,102829.8174,,
0.001624645,102802.375,,
0.001625677,102774.6303,,
0.001626709,102746.6032,,
0.001627741,102714.2884,,
0.001628773,102677.646,,
0.001629806,102640.7525,,
0.001630838,102603.4859,,
0.00163187,102561.8604,,
0.001632902,102519.9782,,
0.001633934,102473.7337,,
0.001634966,102423.1682,,
0.001635999,102372.2514,,
0.001637031,102317.0168,,
0.001638063,102257.4703,,
0.001639095,102197.6084,,
0.001640127,102133.4508,,
0.00164116,102068.975,,
0.001642192,102000.2261,,
0.001643224,101927.23,,
0.001644256,101850.0094,,
0.001645288,101768.6303,,
0.00164632,101687.0746,,
0.001647353,101601.4494,,
0.001648385,101511.642,,
0.001649417,101417.8487,,
0.001650449,101320.0543,,
0.001651481,101222.3103,,
0.001652513,101116.6647,,
0.001653546,101007.1841,,
0.001654578,100898.0027,,
0.00165561,100785.0236,,
0.001656642,100664.3613,,
0.001657674,100544.1218,,
0.001658707,100420.3398,,
0.001659739,100289.0667,,
0.001660771,100158.3605,,
0.001661803,100020.2637,,
0.001662835,99882.73046,,
0.001663867,99737.86631,,
0.0016649,99593.67082,,
0.001665932,99442.10543,,
0.001666964,99291.28268,,
0.001667996,99133.05742,,
0.001669028,98975.33851,,
0.00167006,98814.26184,,
0.001671093,98649.54285,,
0.001672125,98481.17755,,
0.001673157,98312.9609,,
0.001674189,98136.80336,,
0.001675221,97960.49779,,
0.001676253,97783.85639,,
0.001677286,97602.58395,,
0.001678318,97424.45951,,
0.00167935,97237.15704,,
0.001680382,97052.3615,,
0.001681414,96865.71187,,
0.001682447,96680.87809,,
0.001683479,96493.56403,,
0.001684511,96303.36093,,
0.001685543,96113.82401,,
0.001686575,95928.51502,,
0.001687607,95739.27191,,
0.00168864,95553.66891,,
0.001689672,95371.31653,,
0.001690704,95187.99471,,
0.001691736,95011.50075,,
0.001692768,94833.59963,,
0.0016938,94662.29242,,
0.001694833,94493.55312,,
0.001695865,94331.55087,,
0.001696897,94172.19944,,
0.001697929,94020.02772,,
0.001698961,93871.4238,,
0.001699994,93734.75239,,
0.001701026,93602.70265,,
0.001702058,93480.06403,,
0.00170309,93367.97576,,
0.001704122,93262.62022,,
0.001705154,93169.5179,,
0.001706187,93085.92211,,
0.001707219,93012.28936,,
0.001708251,92953.99147,,
0.001709283,92904.40837,,
0.001710315,92867.86962,,
0.001711347,92845.83321,,
0.00171238,92835.23776,,
0.001713412,92836.34056,,
0.001714444,92854.99556,,
0.001715476,92882.6164,,
0.001716508,92928.65817,,
0.001717541,92984.96619,,
0.001718573,93056.06861,,
0.001719605,93141.79645,,
0.001720637,93241.91283,,
0.001721669,93352.96735,,
0.001722701,93478.49513,,
0.001723734,93613.83218,,
0.001724766,93761.51641,,
0.001725798,93918.60608,,
0.00172683,94087.35641,,
0.001727862,94267.29087,,
0.001728894,94453.29638,,
0.001729927,94648.37954,,
0.001730959,94847.68229,,
0.001731991,95058.25143,,
0.001733023,95271.36167,,
0.001734055,95485.91372,,
0.001735088,95708.8717,,
0.00173612,95935.92898,,
0.001737152,96162.01174,,
0.001738184,96394.6424,,
0.001739216,96625.24453,,
0.001740248,96857.37627,,
0.001741281,97090.34764,,
0.001742313,97323.84899,,
0.001743345,97557.42247,,
0.001744377,97786.7297,,
0.001745409,98015.69998,,
0.001746441,98244.0513,,
0.001747474,98467.66563,,
0.001748506,98690.66656,,
0.001749538,98912.94092,,
0.00175057,99130.56602,,
0.001751602,99343.54414,,
0.001752635,99556.16178,,
0.001753667,99760.51129,,
0.001754699,99964.75506,,
0.001755731,100165.151,,
0.001756763,100357.8906,,
0.001757795,100551.1145,,
0.001758828,100737.1258,,
0.00175986,100920.0341,,
0.001760892,101096.0754,,
0.001761924,101269.4462,,
0.001762956,101436.3886,,
0.001763988,101597.1366,,
0.001765021,101755.8429,,
0.001766053,101908.7329,,
0.001767085,102055.9527,,
0.001768117,102201.6621,,
0.001769149,102338.0095,,
0.001770181,102473.164,,
0.001771214,102603.1788,,
0.001772246,102724.1959,,
0.001773278,102844.3326,,
0.00177431,102959.652,,
0.001775342,103066.2793,,
0.001776375,103172.2722,,
0.001777407,103273.6929,,
0.001778439,103370.6263,,
0.001779471,103463.1535,,
0.001780503,103551.3275,,
0.001781535,103635.1974,,
0.001782568,103714.8102,,
0.0017836,103794.2595,,
0.001784632,103865.5641,,
0.001785664,103936.7727,,
0.001786696,103999.9349,,
0.001787728,104067.1193,,
0.001788761,104126.3139,,
0.001789793,104185.5719,,
0.001790825,104241.004,,
0.001791857,104292.5495,,
0.001792889,104348.251,,
0.001793922,104396.2112,,
0.001794954,104448.4039,,
0.001795986,104492.8469,,
0.001797018,104541.6089,,
0.00179805,104586.6721,,
0.001799082,104632.0321,,
0.001800115,104677.7706,,
0.001801147,104719.8445,,
0.001802179,104766.3206,,
0.001803211,104809.1366,,
0.001804243,104852.3618,,
0.001805275,104895.9762,,
0.001806308,104939.9029,,
