Corrected_mass_flow(kg/s),x_30(m),r_30(m),Span,pt_AA_30(Pa),Tt_AA_30(K),Ttr_AA_15_30,ptr_AA_15_30
14.81153927,-0.088,0.188813966,0.98303703,148197.9982,352.897386,1.227540639,1.474373045
14.81153927,-0.088,0.189999,0.999985698,136300.1173,354.7704764,1.234056116,1.356004949
16.00900922,-0.088,0.120082,1.43E-05,122181.9035,328.9952893,1.144399782,1.215550419
16.00900922,-0.088,0.121267034,0.01696297,138026.5923,329.3569721,1.145657884,1.373184386
16.00900922,-0.088,0.122452068,0.033911638,142353.583,328.2636611,1.141854836,1.416232294
16.00900922,-0.088,0.123637102,0.050860305,144833.4532,327.0244804,1.137544385,1.440903765
16.00900922,-0.088,0.124822136,0.067808973,146115.0051,325.9401077,1.133772429,1.453653533
16.00900922,-0.088,0.126007169,0.084757641,146692.6172,325.08525,1.130798833,1.459400019
16.00900922,-0.088,0.127192203,0.101706309,146708.4377,324.5940115,1.129090076,1.459557413
16.00900922,-0.088,0.128377237,0.118654976,146619.1623,324.2347312,1.127840331,1.458669239
16.00900922,-0.088,0.129562271,0.135603644,146410.1056,324.0337605,1.12714126,1.456589397
16.00900922,-0.088,0.130747305,0.152552312,146207.6626,323.8902565,1.126642086,1.454575354
16.00900922,-0.088,0.131932339,0.169500979,146016.9925,323.8201965,1.126398385,1.452678436
16.00900922,-0.088,0.133117373,0.186449647,145826.141,323.7500345,1.126154328,1.450779712
16.00900922,-0.088,0.134302407,0.203398315,145717.0188,323.7093031,1.126012645,1.449694089
16.00900922,-0.088,0.135487441,0.220346983,145615.0366,323.6711668,1.125879989,1.448679499
16.00900922,-0.088,0.136672475,0.23729565,145513.0293,323.633056,1.125747422,1.44766466
16.00900922,-0.088,0.137857508,0.254244318,145465.4233,323.605194,1.125650505,1.447191042
16.00900922,-0.088,0.139042542,0.271192986,145434.189,323.5804132,1.125564306,1.446880302
16.00900922,-0.088,0.140227576,0.288141654,145402.1315,323.5554776,1.125477568,1.446561371
16.00900922,-0.088,0.14141261,0.305090321,145369.4574,323.5304211,1.12539041,1.446236307
16.00900922,-0.088,0.142597644,0.322038989,145342.1276,323.5201166,1.125354566,1.445964411
16.00900922,-0.088,0.143782678,0.338987657,145323.9385,323.5133026,1.125330864,1.445783454
16.00900922,-0.088,0.144967712,0.355936324,145312.965,323.5062773,1.125306426,1.445674281
16.00900922,-0.088,0.146152746,0.372884992,145312.4263,323.4991305,1.125281566,1.445668921
16.00900922,-0.088,0.14733778,0.38983366,145309.5703,323.5083854,1.125313759,1.445640508
16.00900922,-0.088,0.148522814,0.406782328,145304.3827,323.5200979,1.125354501,1.445588898
16.00900922,-0.088,0.149707847,0.423730995,145299.8908,323.5319774,1.125395823,1.44554421
16.00900922,-0.088,0.150892881,0.440679663,145295.1641,323.5442482,1.125438507,1.445497186
16.00900922,-0.088,0.152077915,0.457628331,145308.2146,323.5756843,1.125547857,1.445627021
16.00900922,-0.088,0.153262949,0.474576998,145323.2896,323.6094059,1.125665156,1.445776998
16.00900922,-0.088,0.154447983,0.491525666,145338.2105,323.643088,1.125782318,1.445925441
16.00900922,-0.088,0.155633017,0.508474334,145352.9821,323.676746,1.125899396,1.446072399
16.00900922,-0.088,0.156818051,0.525423002,145347.0103,323.7220661,1.126057041,1.446012988
16.00900922,-0.088,0.158003085,0.542371669,145339.558,323.7681497,1.126217341,1.445938847
16.00900922,-0.088,0.159188119,0.559320337,145332.0296,323.8141933,1.126377502,1.445863949
16.00900922,-0.088,0.160373153,0.576269005,145324.424,323.8601996,1.126537534,1.445788283
16.00900922,-0.088,0.161558186,0.593217672,145280.9726,323.9101381,1.126711244,1.445355998
16.00900922,-0.088,0.16274322,0.61016634,145236.7053,323.9601063,1.126885056,1.444915597
16.00900922,-0.088,0.163928254,0.627115008,145192.3324,324.010044,1.127058763,1.444474144
16.00900922,-0.088,0.165113288,0.644063676,145146.5334,324.0599036,1.127232198,1.444018504
16.00900922,-0.088,0.166298322,0.661012343,145048.6012,324.108707,1.127401959,1.443044206
16.00900922,-0.088,0.167483356,0.677961011,144950.6376,324.1574852,1.127571633,1.442069597
16.00900922,-0.088,0.16866839,0.694909679,144852.6275,324.2062332,1.127741201,1.441094524
16.00900922,-0.088,0.169853424,0.711858346,144746.4443,324.2541791,1.127907979,1.44003814
16.00900922,-0.088,0.171038458,0.728807014,144532.5107,324.2919734,1.128039445,1.43790978
16.00900922,-0.088,0.172223492,0.745755682,144318.5049,324.3297815,1.12817096,1.435780702
16.00900922,-0.088,0.173408525,0.76270435,144104.4246,324.3676161,1.128302566,1.433650882
16.00900922,-0.088,0.174593559,0.779653017,143874.1323,324.4160904,1.128471183,1.431359774
16.00900922,-0.088,0.175778593,0.796601685,143521.5232,324.545043,1.12891974,1.427851774
16.00900922,-0.088,0.176963627,0.813550353,143168.8788,324.6738318,1.129367728,1.424343423
16.00900922,-0.088,0.178148661,0.830499021,142812.0175,324.8137266,1.129854348,1.420793119
16.00900922,-0.088,0.179333695,0.847447688,142328.477,325.2940136,1.131525011,1.415982522
16.00900922,-0.088,0.180518729,0.864396356,141844.8756,325.7744736,1.133196276,1.411171319
16.00900922,-0.088,0.181703763,0.881345024,141256.213,326.5626688,1.135937988,1.405314895
16.00900922,-0.088,0.182888797,0.898293691,140606.3289,327.5356835,1.139322589,1.398849397
16.00900922,-0.088,0.184073831,0.915242359,139723.6495,328.832021,1.143831859,1.39006789
16.00900922,-0.088,0.185258864,0.932191027,138612.2814,330.3186262,1.149002968,1.379011228
16.00900922,-0.088,0.186443898,0.949139695,137031.0083,332.0405301,1.154992557,1.363279625
16.00900922,-0.088,0.187628932,0.966088362,134767.3979,333.8381168,1.161245406,1.340759657
16.00900922,-0.088,0.188813966,0.98303703,131792.4723,335.4785384,1.166951561,1.311163031
16.00900922,-0.088,0.189999,0.999985698,121703.9722,336.1066346,1.169136373,1.210795627
